LogId,BlockId,Timestamp,Level,Server,Component,PID,User,Message,FullLog,RootCause,Label
LOG0015755,blk_490996046,2024-01-01 21:52:52,ERROR,db-primary,network-manager,21172,user_0034,Service health check failed 3 consecutive times,2024-01-01 21:52:52 ERROR [db-primary] network-manager[21172]: Service health check failed 3 consecutive times,Application Crash,1
LOG0015758,blk_213341991,2024-01-01 21:53:07,ERROR,server-01,nginx,44974,user_0004,RSS memory usage 98 percent critical,2024-01-01 21:53:07 ERROR [server-01] nginx[44974]: RSS memory usage 98 percent critical,Memory Overflow,1
LOG0015777,blk_692292839,2024-01-01 21:54:42,ERROR,db-replica,sshd,45353,user_0090,Read error on sector 20480,2024-01-01 21:54:42 ERROR [db-replica] sshd[45353]: Read error on sector 20480,Disk Failure,1
LOG0015781,blk_359488407,2024-01-01 21:55:02,ERROR,server-01,mysqld,35508,user_0081,Unhandled exception IndexOutOfBoundsException,2024-01-01 21:55:02 ERROR [server-01] mysqld[35508]: Unhandled exception IndexOutOfBoundsException,Application Crash,1
LOG0015789,blk_892843106,2024-01-01 21:55:41,ERROR,server-01,redis,42106,user_0005,Stack overflow error in recursive function,2024-01-01 21:55:41 ERROR [server-01] redis[42106]: Stack overflow error in recursive function,Application Crash,1
LOG0015792,blk_289077482,2024-01-01 21:55:55,ERROR,app-server,redis,12221,user_0036,Malware signature matched in process,2024-01-01 21:55:55 ERROR [app-server] redis[12221]: Malware signature matched in process,Security Attack,1
LOG0015793,blk_449363963,2024-01-01 21:56:01,ERROR,db-primary,redis,10150,user_0193,Process killed memory limit reached,2024-01-01 21:56:01 ERROR [db-primary] redis[10150]: Process killed memory limit reached,Memory Overflow,1
LOG0015802,blk_473840749,2024-01-01 21:56:46,ERROR,web-01,mysqld,11037,user_0051,Segmentation fault core dumped,2024-01-01 21:56:46 ERROR [web-01] mysqld[11037]: Segmentation fault core dumped,Application Crash,1
LOG0015810,blk_502727049,2024-01-01 21:57:28,ERROR,db-primary,java-app,20254,user_0097,Config file parse error service not starting,2024-01-01 21:57:28 ERROR [db-primary] java-app[20254]: Config file parse error service not starting,Application Crash,1
LOG0015818,blk_881180822,2024-01-01 21:58:09,ERROR,proxy-01,mysqld,54706,user_0189,TCP retransmit storm detected on port 443,2024-01-01 21:58:09 ERROR [proxy-01] mysqld[54706]: TCP retransmit storm detected on port 443,Network Issue,1
LOG0015827,blk_315953917,2024-01-01 21:58:51,ERROR,web-02,nginx,19560,user_0037,Unhandled exception IndexOutOfBoundsException,2024-01-01 21:58:51 ERROR [web-02] nginx[19560]: Unhandled exception IndexOutOfBoundsException,Application Crash,1
LOG0015830,blk_932437072,2024-01-01 21:59:07,ERROR,proxy-01,cron,58188,user_0157,Network interface eth1 link down,2024-01-01 21:59:07 ERROR [proxy-01] cron[58188]: Network interface eth1 link down,Network Issue,1
LOG0015833,blk_120449805,2024-01-01 21:59:20,ERROR,db-primary,postgres,32557,user_0024,Malware signature matched in process,2024-01-01 21:59:20 ERROR [db-primary] postgres[32557]: Malware signature matched in process,Security Attack,1
LOG0015847,blk_348766864,2024-01-01 22:00:33,ERROR,server-01,nginx,8537,user_0112,Swap usage at 100 percent system thrashing,2024-01-01 22:00:33 ERROR [server-01] nginx[8537]: Swap usage at 100 percent system thrashing,Memory Overflow,1
LOG0015851,blk_768158616,2024-01-01 22:00:53,ERROR,db-replica,postgres,57362,user_0053,Critical thread pool exhausted all workers busy,2024-01-01 22:00:53 ERROR [db-replica] postgres[57362]: Critical thread pool exhausted all workers busy,Application Crash,1
LOG0015853,blk_472067930,2024-01-01 22:01:00,ERROR,server-01,redis,8140,user_0076,ARP table overflow network flooding,2024-01-01 22:01:00 ERROR [server-01] redis[8140]: ARP table overflow network flooding,Network Issue,1
LOG0015854,blk_306308060,2024-01-01 22:01:06,ERROR,monitor-01,systemd,23931,user_0068,RAID array degraded missing disk,2024-01-01 22:01:06 ERROR [monitor-01] systemd[23931]: RAID array degraded missing disk,Disk Failure,1
LOG0015862,blk_662314877,2024-01-01 22:01:48,ERROR,app-server,redis,35674,user_0119,High network latency 2500ms detected,2024-01-01 22:01:48 ERROR [app-server] redis[35674]: High network latency 2500ms detected,Network Issue,1
LOG0015868,blk_444848759,2024-01-01 22:02:16,ERROR,db-replica,network-manager,47540,user_0180,Unhandled exception IndexOutOfBoundsException,2024-01-01 22:02:16 ERROR [db-replica] network-manager[47540]: Unhandled exception IndexOutOfBoundsException,Application Crash,1
LOG0015874,blk_761482849,2024-01-01 22:02:45,ERROR,server-02,kernel,44654,user_0086,DNS resolution failed for db.internal host,2024-01-01 22:02:45 ERROR [server-02] kernel[44654]: DNS resolution failed for db.internal host,Network Issue,1
LOG0015883,blk_477838616,2024-01-01 22:03:34,ERROR,proxy-01,network-manager,38148,user_0130,Write failed no space left on device,2024-01-01 22:03:34 ERROR [proxy-01] network-manager[38148]: Write failed no space left on device,Disk Failure,1
LOG0015896,blk_470580612,2024-01-01 22:04:39,ERROR,proxy-01,nginx,32073,user_0187,HDD temperature exceeded threshold 65C,2024-01-01 22:04:39 ERROR [proxy-01] nginx[32073]: HDD temperature exceeded threshold 65C,Disk Failure,1
LOG0015910,blk_890348913,2024-01-01 22:05:45,ERROR,server-01,systemd,11376,user_0127,Suspicious HTTP payload detected in request,2024-01-01 22:05:45 ERROR [server-01] systemd[11376]: Suspicious HTTP payload detected in request,Security Attack,1
LOG0015913,blk_762172631,2024-01-01 22:06:01,ERROR,monitor-01,java-app,6253,user_0041,Config file parse error service not starting,2024-01-01 22:06:01 ERROR [monitor-01] java-app[6253]: Config file parse error service not starting,Application Crash,1
LOG0015919,blk_820648136,2024-01-01 22:06:34,ERROR,server-02,postgres,30393,user_0174,Packet loss 40 percent on eth0 interface,2024-01-01 22:06:34 ERROR [server-02] postgres[30393]: Packet loss 40 percent on eth0 interface,Network Issue,1
LOG0015926,blk_380639130,2024-01-01 22:07:09,ERROR,cache-01,systemd,64395,user_0093,Stack overflow error in recursive function,2024-01-01 22:07:09 ERROR [cache-01] systemd[64395]: Stack overflow error in recursive function,Application Crash,1
LOG0015931,blk_789353301,2024-01-01 22:07:31,ERROR,server-01,redis,47920,user_0101,Write failed no space left on device,2024-01-01 22:07:31 ERROR [server-01] redis[47920]: Write failed no space left on device,Disk Failure,1
LOG0015933,blk_200619855,2024-01-01 22:07:41,ERROR,web-02,cron,28146,user_0155,Packet loss 40 percent on eth0 interface,2024-01-01 22:07:41 ERROR [web-02] cron[28146]: Packet loss 40 percent on eth0 interface,Network Issue,1
LOG0015936,blk_127070109,2024-01-01 22:07:57,ERROR,proxy-01,sshd,16605,user_0086,Critical thread pool exhausted all workers busy,2024-01-01 22:07:57 ERROR [proxy-01] sshd[16605]: Critical thread pool exhausted all workers busy,Application Crash,1
LOG0015938,blk_298502378,2024-01-01 22:08:09,ERROR,cache-01,kernel,26953,user_0120,Failed login attempt 50 tries in 10 seconds,2024-01-01 22:08:09 ERROR [cache-01] kernel[26953]: Failed login attempt 50 tries in 10 seconds,Security Attack,1
LOG0015943,blk_169916617,2024-01-01 22:08:33,ERROR,web-01,network-manager,2161,user_0057,Dependency service unavailable circuit open,2024-01-01 22:08:33 ERROR [web-01] network-manager[2161]: Dependency service unavailable circuit open,Application Crash,1
LOG0015944,blk_240041512,2024-01-01 22:08:36,ERROR,db-primary,nginx,58356,user_0153,Config file parse error service not starting,2024-01-01 22:08:36 ERROR [db-primary] nginx[58356]: Config file parse error service not starting,Application Crash,1
LOG0015945,blk_356117135,2024-01-01 22:08:42,ERROR,web-02,sshd,65170,user_0065,HDD temperature exceeded threshold 65C,2024-01-01 22:08:42 ERROR [web-02] sshd[65170]: HDD temperature exceeded threshold 65C,Disk Failure,1
LOG0015957,blk_381468897,2024-01-01 22:09:40,ERROR,proxy-01,network-manager,1127,user_0073,Disk controller failure reported,2024-01-01 22:09:40 ERROR [proxy-01] network-manager[1127]: Disk controller failure reported,Disk Failure,1
LOG0015972,blk_609628349,2024-01-01 22:10:55,ERROR,proxy-01,nginx,44944,user_0161,OutOfMemoryError Java heap space,2024-01-01 22:10:55 ERROR [proxy-01] nginx[44944]: OutOfMemoryError Java heap space,Memory Overflow,1
LOG0015982,blk_893582822,2024-01-01 22:11:46,ERROR,server-01,postgres,27714,user_0032,BGP session dropped unexpected reset,2024-01-01 22:11:46 ERROR [server-01] postgres[27714]: BGP session dropped unexpected reset,Network Issue,1
LOG0015990,blk_594511683,2024-01-01 22:12:27,ERROR,cache-01,systemd,18342,user_0124,Read error on sector 20480,2024-01-01 22:12:27 ERROR [cache-01] systemd[18342]: Read error on sector 20480,Disk Failure,1
LOG0016001,blk_822185729,2024-01-01 22:13:21,ERROR,db-primary,network-manager,57070,user_0162,RSS memory usage 98 percent critical,2024-01-01 22:13:21 ERROR [db-primary] network-manager[57070]: RSS memory usage 98 percent critical,Memory Overflow,1
LOG0016012,blk_575892515,2024-01-01 22:14:17,ERROR,server-01,cron,4118,user_0065,Segmentation fault core dumped,2024-01-01 22:14:17 ERROR [server-01] cron[4118]: Segmentation fault core dumped,Application Crash,1
LOG0016014,blk_261194885,2024-01-01 22:14:26,ERROR,app-server,kernel,30627,user_0096,HDD temperature exceeded threshold 65C,2024-01-01 22:14:26 ERROR [app-server] kernel[30627]: HDD temperature exceeded threshold 65C,Disk Failure,1
LOG0016018,blk_883342072,2024-01-01 22:14:48,ERROR,db-replica,postgres,17578,user_0068,Firewall dropping packets from subnet,2024-01-01 22:14:48 ERROR [db-replica] postgres[17578]: Firewall dropping packets from subnet,Network Issue,1
LOG0016020,blk_496139185,2024-01-01 22:14:55,ERROR,web-01,java-app,30934,user_0118,Packet loss 40 percent on eth0 interface,2024-01-01 22:14:55 ERROR [web-01] java-app[30934]: Packet loss 40 percent on eth0 interface,Network Issue,1
LOG0016022,blk_555550139,2024-01-01 22:15:07,ERROR,web-01,postgres,33523,user_0166,Brute force attack on SSH port 22 blocked,2024-01-01 22:15:07 ERROR [web-01] postgres[33523]: Brute force attack on SSH port 22 blocked,Security Attack,1
LOG0016030,blk_669756302,2024-01-01 22:15:49,ERROR,db-primary,cron,50758,user_0193,Critical thread pool exhausted all workers busy,2024-01-01 22:15:49 ERROR [db-primary] cron[50758]: Critical thread pool exhausted all workers busy,Application Crash,1
LOG0016035,blk_237440286,2024-01-01 22:16:12,ERROR,db-replica,sshd,53011,user_0139,Memory usage exceeded 95 percent,2024-01-01 22:16:12 ERROR [db-replica] sshd[53011]: Memory usage exceeded 95 percent,Memory Overflow,1
LOG0016041,blk_622631735,2024-01-01 22:16:42,ERROR,web-01,kernel,40913,user_0184,Dependency service unavailable circuit open,2024-01-01 22:16:42 ERROR [web-01] kernel[40913]: Dependency service unavailable circuit open,Application Crash,1
LOG0016051,blk_528630534,2024-01-01 22:17:34,ERROR,server-01,postgres,4892,user_0070,Firewall dropping packets from subnet,2024-01-01 22:17:34 ERROR [server-01] postgres[4892]: Firewall dropping packets from subnet,Network Issue,1
LOG0016055,blk_821197299,2024-01-01 22:17:50,ERROR,db-primary,sshd,7941,user_0137,Connection timeout to 192.168.1.1 after 30s,2024-01-01 22:17:50 ERROR [db-primary] sshd[7941]: Connection timeout to 192.168.1.1 after 30s,Network Issue,1
LOG0016057,blk_472276677,2024-01-01 22:18:01,ERROR,monitor-01,systemd,17462,user_0037,Memory usage exceeded 95 percent,2024-01-01 22:18:01 ERROR [monitor-01] systemd[17462]: Memory usage exceeded 95 percent,Memory Overflow,1
LOG0016068,blk_837162433,2024-01-01 22:18:55,ERROR,web-01,systemd,36098,user_0025,Network interface eth1 link down,2024-01-01 22:18:55 ERROR [web-01] systemd[36098]: Network interface eth1 link down,Network Issue,1
LOG0016071,blk_629726831,2024-01-01 22:19:10,ERROR,server-01,sshd,7001,user_0031,Critical thread pool exhausted all workers busy,2024-01-01 22:19:10 ERROR [server-01] sshd[7001]: Critical thread pool exhausted all workers busy,Application Crash,1
LOG0016073,blk_441581794,2024-01-01 22:19:23,ERROR,db-replica,network-manager,57553,user_0123,SSL handshake timeout connection reset,2024-01-01 22:19:23 ERROR [db-replica] network-manager[57553]: SSL handshake timeout connection reset,Network Issue,1
LOG0016077,blk_211218544,2024-01-01 22:19:42,ERROR,cache-01,postgres,19326,user_0196,Kernel OOM killer activated pid terminated,2024-01-01 22:19:42 ERROR [cache-01] postgres[19326]: Kernel OOM killer activated pid terminated,Memory Overflow,1
LOG0016079,blk_347275131,2024-01-01 22:19:51,ERROR,web-02,sshd,40388,user_0017,TCP retransmit storm detected on port 443,2024-01-01 22:19:51 ERROR [web-02] sshd[40388]: TCP retransmit storm detected on port 443,Network Issue,1
LOG0016087,blk_718127880,2024-01-01 22:20:34,ERROR,server-02,kernel,64345,user_0019,Segmentation fault core dumped,2024-01-01 22:20:34 ERROR [server-02] kernel[64345]: Segmentation fault core dumped,Application Crash,1
LOG0016096,blk_881813306,2024-01-01 22:21:19,ERROR,server-02,java-app,40022,user_0034,Memory usage exceeded 95 percent,2024-01-01 22:21:19 ERROR [server-02] java-app[40022]: Memory usage exceeded 95 percent,Memory Overflow,1
LOG0016099,blk_617022699,2024-01-01 22:21:33,ERROR,db-primary,cron,6724,user_0185,Critical thread pool exhausted all workers busy,2024-01-01 22:21:33 ERROR [db-primary] cron[6724]: Critical thread pool exhausted all workers busy,Application Crash,1
LOG0016103,blk_196371606,2024-01-01 22:21:51,ERROR,server-02,network-manager,35839,user_0131,Process killed memory limit reached,2024-01-01 22:21:51 ERROR [server-02] network-manager[35839]: Process killed memory limit reached,Memory Overflow,1
LOG0016108,blk_796325176,2024-01-01 22:22:18,ERROR,db-primary,redis,4047,user_0011,Service health check failed 3 consecutive times,2024-01-01 22:22:18 ERROR [db-primary] redis[4047]: Service health check failed 3 consecutive times,Application Crash,1
LOG0016109,blk_632226106,2024-01-01 22:22:23,ERROR,cache-01,postgres,63792,user_0197,Service health check failed 3 consecutive times,2024-01-01 22:22:23 ERROR [cache-01] postgres[63792]: Service health check failed 3 consecutive times,Application Crash,1
LOG0016118,blk_687698404,2024-01-01 22:23:07,ERROR,server-02,redis,22267,user_0188,Firewall dropping packets from subnet,2024-01-01 22:23:07 ERROR [server-02] redis[22267]: Firewall dropping packets from subnet,Network Issue,1
LOG0016127,blk_706983639,2024-01-01 22:23:50,ERROR,db-replica,cron,32558,user_0059,Process killed memory limit reached,2024-01-01 22:23:50 ERROR [db-replica] cron[32558]: Process killed memory limit reached,Memory Overflow,1
LOG0016132,blk_451339855,2024-01-01 22:24:19,ERROR,app-server,postgres,27249,user_0029,High network latency 2500ms detected,2024-01-01 22:24:19 ERROR [app-server] postgres[27249]: High network latency 2500ms detected,Network Issue,1
LOG0016135,blk_860541166,2024-01-01 22:24:32,ERROR,server-02,java-app,6415,user_0180,Memory leak detected in application thread,2024-01-01 22:24:32 ERROR [server-02] java-app[6415]: Memory leak detected in application thread,Memory Overflow,1
LOG0016138,blk_627588732,2024-01-01 22:24:48,ERROR,monitor-01,postgres,12760,user_0018,Kernel OOM killer activated pid terminated,2024-01-01 22:24:48 ERROR [monitor-01] postgres[12760]: Kernel OOM killer activated pid terminated,Memory Overflow,1
LOG0016146,blk_448052886,2024-01-01 22:25:28,ERROR,server-02,kernel,61368,user_0122,SSL handshake timeout connection reset,2024-01-01 22:25:28 ERROR [server-02] kernel[61368]: SSL handshake timeout connection reset,Network Issue,1
LOG0016150,blk_152138929,2024-01-01 22:25:46,ERROR,db-replica,nginx,27944,user_0052,High network latency 2500ms detected,2024-01-01 22:25:46 ERROR [db-replica] nginx[27944]: High network latency 2500ms detected,Network Issue,1
LOG0016153,blk_433255876,2024-01-01 22:26:04,ERROR,server-02,kernel,20188,user_0152,SQL injection pattern detected in request,2024-01-01 22:26:04 ERROR [server-02] kernel[20188]: SQL injection pattern detected in request,Security Attack,1
LOG0016155,blk_193066238,2024-01-01 22:26:10,ERROR,db-primary,cron,49799,user_0105,Virtual memory exhausted cannot allocate,2024-01-01 22:26:10 ERROR [db-primary] cron[49799]: Virtual memory exhausted cannot allocate,Memory Overflow,1
LOG0016156,blk_287465542,2024-01-01 22:26:16,ERROR,cache-01,nginx,54080,user_0050,RAID array degraded missing disk,2024-01-01 22:26:16 ERROR [cache-01] nginx[54080]: RAID array degraded missing disk,Disk Failure,1
LOG0016160,blk_939727904,2024-01-01 22:26:35,ERROR,db-replica,mysqld,40746,user_0095,Port scan detected from remote host,2024-01-01 22:26:35 ERROR [db-replica] mysqld[40746]: Port scan detected from remote host,Security Attack,1
LOG0016162,blk_156352382,2024-01-01 22:26:45,ERROR,server-02,redis,10723,user_0089,Suspicious HTTP payload detected in request,2024-01-01 22:26:45 ERROR [server-02] redis[10723]: Suspicious HTTP payload detected in request,Security Attack,1
LOG0016174,blk_113490109,2024-01-01 22:27:45,ERROR,web-01,redis,14621,user_0144,SMART error disk health critical,2024-01-01 22:27:45 ERROR [web-01] redis[14621]: SMART error disk health critical,Disk Failure,1
LOG0016177,blk_124203940,2024-01-01 22:28:03,ERROR,monitor-01,kernel,10389,user_0136,High network latency 2500ms detected,2024-01-01 22:28:03 ERROR [monitor-01] kernel[10389]: High network latency 2500ms detected,Network Issue,1
LOG0016191,blk_527432752,2024-01-01 22:29:13,ERROR,web-01,cron,31395,user_0070,Filesystem corruption detected on /data,2024-01-01 22:29:13 ERROR [web-01] cron[31395]: Filesystem corruption detected on /data,Disk Failure,1
LOG0016199,blk_802902770,2024-01-01 22:29:52,ERROR,server-01,java-app,57514,user_0143,Malware signature matched in process,2024-01-01 22:29:52 ERROR [server-01] java-app[57514]: Malware signature matched in process,Security Attack,1
LOG0016204,blk_690139010,2024-01-01 22:30:16,ERROR,web-01,kernel,29390,user_0152,SSL handshake timeout connection reset,2024-01-01 22:30:16 ERROR [web-01] kernel[29390]: SSL handshake timeout connection reset,Network Issue,1
LOG0016210,blk_797716648,2024-01-01 22:30:48,ERROR,monitor-01,postgres,17787,user_0108,Connection timeout to 192.168.1.1 after 30s,2024-01-01 22:30:48 ERROR [monitor-01] postgres[17787]: Connection timeout to 192.168.1.1 after 30s,Network Issue,1
LOG0016215,blk_428837530,2024-01-01 22:31:12,ERROR,proxy-01,systemd,17160,user_0188,Suspicious HTTP payload detected in request,2024-01-01 22:31:12 ERROR [proxy-01] systemd[17160]: Suspicious HTTP payload detected in request,Security Attack,1
LOG0016222,blk_713736640,2024-01-01 22:31:45,ERROR,monitor-01,cron,7207,user_0097,Firewall dropping packets from subnet,2024-01-01 22:31:45 ERROR [monitor-01] cron[7207]: Firewall dropping packets from subnet,Network Issue,1
LOG0016224,blk_199279680,2024-01-01 22:31:59,ERROR,db-primary,mysqld,63489,user_0053,DNS resolution failed for db.internal host,2024-01-01 22:31:59 ERROR [db-primary] mysqld[63489]: DNS resolution failed for db.internal host,Network Issue,1
LOG0016226,blk_438221804,2024-01-01 22:32:05,ERROR,server-02,postgres,18296,user_0076,Port scan detected from remote host,2024-01-01 22:32:05 ERROR [server-02] postgres[18296]: Port scan detected from remote host,Security Attack,1
LOG0016241,blk_988485393,2024-01-01 22:33:24,ERROR,proxy-01,cron,43665,user_0091,SQL injection pattern detected in request,2024-01-01 22:33:24 ERROR [proxy-01] cron[43665]: SQL injection pattern detected in request,Security Attack,1
LOG0016243,blk_409777187,2024-01-01 22:33:34,ERROR,monitor-01,redis,58589,user_0093,Privilege escalation attempt detected,2024-01-01 22:33:34 ERROR [monitor-01] redis[58589]: Privilege escalation attempt detected,Security Attack,1
LOG0016244,blk_482810322,2024-01-01 22:33:36,ERROR,monitor-01,java-app,41092,user_0090,GC overhead limit exceeded,2024-01-01 22:33:36 ERROR [monitor-01] java-app[41092]: GC overhead limit exceeded,Memory Overflow,1
LOG0016251,blk_637232112,2024-01-01 22:34:11,ERROR,proxy-01,systemd,11101,user_0091,Malware signature matched in process,2024-01-01 22:34:11 ERROR [proxy-01] systemd[11101]: Malware signature matched in process,Security Attack,1
LOG0016252,blk_432401321,2024-01-01 22:34:17,ERROR,db-primary,nginx,17731,user_0033,Failed login attempt 50 tries in 10 seconds,2024-01-01 22:34:17 ERROR [db-primary] nginx[17731]: Failed login attempt 50 tries in 10 seconds,Security Attack,1
LOG0016253,blk_234473978,2024-01-01 22:34:22,ERROR,monitor-01,sshd,61225,user_0117,DDoS attack detected high traffic volume,2024-01-01 22:34:22 ERROR [monitor-01] sshd[61225]: DDoS attack detected high traffic volume,Security Attack,1
LOG0016261,blk_630680093,2024-01-01 22:35:04,ERROR,web-02,mysqld,36808,user_0159,BGP session dropped unexpected reset,2024-01-01 22:35:04 ERROR [web-02] mysqld[36808]: BGP session dropped unexpected reset,Network Issue,1
LOG0016267,blk_671556337,2024-01-01 22:35:34,ERROR,web-01,nginx,16221,user_0025,SMART error disk health critical,2024-01-01 22:35:34 ERROR [web-01] nginx[16221]: SMART error disk health critical,Disk Failure,1
LOG0016275,blk_377568440,2024-01-01 22:36:12,ERROR,server-02,java-app,58867,user_0034,Read error on sector 20480,2024-01-01 22:36:12 ERROR [server-02] java-app[58867]: Read error on sector 20480,Disk Failure,1
LOG0016276,blk_965193457,2024-01-01 22:36:16,ERROR,app-server,systemd,24073,user_0026,Brute force attack on SSH port 22 blocked,2024-01-01 22:36:16 ERROR [app-server] systemd[24073]: Brute force attack on SSH port 22 blocked,Security Attack,1
LOG0016288,blk_856520627,2024-01-01 22:37:15,ERROR,cache-01,systemd,46522,user_0009,Connection timeout to 192.168.1.1 after 30s,2024-01-01 22:37:15 ERROR [cache-01] systemd[46522]: Connection timeout to 192.168.1.1 after 30s,Network Issue,1
LOG0016296,blk_784893419,2024-01-01 22:37:55,ERROR,web-01,postgres,39444,user_0006,GC overhead limit exceeded,2024-01-01 22:37:55 ERROR [web-01] postgres[39444]: GC overhead limit exceeded,Memory Overflow,1
LOG0016302,blk_971374725,2024-01-01 22:38:29,ERROR,app-server,kernel,5758,user_0064,Buffer overflow detected in stack,2024-01-01 22:38:29 ERROR [app-server] kernel[5758]: Buffer overflow detected in stack,Memory Overflow,1
LOG0016306,blk_659976130,2024-01-01 22:38:47,ERROR,db-primary,redis,53579,user_0174,Disk timeout after 30 seconds,2024-01-01 22:38:47 ERROR [db-primary] redis[53579]: Disk timeout after 30 seconds,Disk Failure,1
LOG0016309,blk_952969353,2024-01-01 22:39:02,ERROR,db-replica,sshd,4333,user_0018,Memory leak detected in application thread,2024-01-01 22:39:02 ERROR [db-replica] sshd[4333]: Memory leak detected in application thread,Memory Overflow,1
LOG0016311,blk_327638808,2024-01-01 22:39:14,ERROR,server-01,nginx,41910,user_0049,Swap usage at 100 percent system thrashing,2024-01-01 22:39:14 ERROR [server-01] nginx[41910]: Swap usage at 100 percent system thrashing,Memory Overflow,1
LOG0016318,blk_504560644,2024-01-01 22:39:48,ERROR,server-01,sshd,64709,user_0072,Virtual memory exhausted cannot allocate,2024-01-01 22:39:48 ERROR [server-01] sshd[64709]: Virtual memory exhausted cannot allocate,Memory Overflow,1
LOG0016319,blk_539578662,2024-01-01 22:39:51,ERROR,web-02,systemd,46570,user_0151,Process killed memory limit reached,2024-01-01 22:39:51 ERROR [web-02] systemd[46570]: Process killed memory limit reached,Memory Overflow,1
LOG0016328,blk_661099515,2024-01-01 22:40:35,ERROR,proxy-01,systemd,56291,user_0012,Read error on sector 20480,2024-01-01 22:40:35 ERROR [proxy-01] systemd[56291]: Read error on sector 20480,Disk Failure,1
LOG0016334,blk_109554778,2024-01-01 22:41:05,ERROR,cache-01,sshd,9199,user_0086,SMART error disk health critical,2024-01-01 22:41:05 ERROR [cache-01] sshd[9199]: SMART error disk health critical,Disk Failure,1
LOG0016338,blk_739929530,2024-01-01 22:41:27,ERROR,db-primary,sshd,39593,user_0013,XSS attack vector found in form submission,2024-01-01 22:41:27 ERROR [db-primary] sshd[39593]: XSS attack vector found in form submission,Security Attack,1
LOG0016340,blk_803725509,2024-01-01 22:41:37,ERROR,db-primary,network-manager,27621,user_0186,Malware signature matched in process,2024-01-01 22:41:37 ERROR [db-primary] network-manager[27621]: Malware signature matched in process,Security Attack,1
LOG0016365,blk_606445845,2024-01-01 22:43:43,ERROR,web-02,java-app,2619,user_0112,Config file parse error service not starting,2024-01-01 22:43:43 ERROR [web-02] java-app[2619]: Config file parse error service not starting,Application Crash,1
LOG0016374,blk_924528348,2024-01-01 22:44:27,ERROR,server-01,java-app,16672,user_0187,Read error on sector 20480,2024-01-01 22:44:27 ERROR [server-01] java-app[16672]: Read error on sector 20480,Disk Failure,1
LOG0016384,blk_178684709,2024-01-01 22:45:17,ERROR,monitor-01,mysqld,2561,user_0156,Firewall dropping packets from subnet,2024-01-01 22:45:17 ERROR [monitor-01] mysqld[2561]: Firewall dropping packets from subnet,Network Issue,1
LOG0016386,blk_235253416,2024-01-01 22:45:28,ERROR,web-01,kernel,1055,user_0006,Malware signature matched in process,2024-01-01 22:45:28 ERROR [web-01] kernel[1055]: Malware signature matched in process,Security Attack,1
LOG0016389,blk_435903837,2024-01-01 22:45:42,ERROR,web-01,sshd,49625,user_0146,Firewall dropping packets from subnet,2024-01-01 22:45:42 ERROR [web-01] sshd[49625]: Firewall dropping packets from subnet,Network Issue,1
LOG0016390,blk_100040872,2024-01-01 22:45:47,ERROR,server-02,network-manager,63348,user_0035,GC overhead limit exceeded,2024-01-01 22:45:47 ERROR [server-02] network-manager[63348]: GC overhead limit exceeded,Memory Overflow,1
LOG0016403,blk_562457018,2024-01-01 22:46:50,ERROR,db-replica,redis,17678,user_0166,Suspicious HTTP payload detected in request,2024-01-01 22:46:50 ERROR [db-replica] redis[17678]: Suspicious HTTP payload detected in request,Security Attack,1
LOG0016407,blk_204787698,2024-01-01 22:47:10,ERROR,proxy-01,network-manager,43081,user_0100,Brute force attack on SSH port 22 blocked,2024-01-01 22:47:10 ERROR [proxy-01] network-manager[43081]: Brute force attack on SSH port 22 blocked,Security Attack,1
LOG0016412,blk_531189785,2024-01-01 22:47:36,ERROR,server-02,mysqld,45874,user_0136,RAID array degraded missing disk,2024-01-01 22:47:36 ERROR [server-02] mysqld[45874]: RAID array degraded missing disk,Disk Failure,1
LOG0016413,blk_908146096,2024-01-01 22:47:44,ERROR,cache-01,systemd,57131,user_0170,Config file parse error service not starting,2024-01-01 22:47:44 ERROR [cache-01] systemd[57131]: Config file parse error service not starting,Application Crash,1
LOG0016416,blk_763912701,2024-01-01 22:47:59,ERROR,app-server,kernel,12452,user_0100,Dependency service unavailable circuit open,2024-01-01 22:47:59 ERROR [app-server] kernel[12452]: Dependency service unavailable circuit open,Application Crash,1
LOG0016419,blk_920855092,2024-01-01 22:48:13,ERROR,web-02,redis,47941,user_0131,SMART error disk health critical,2024-01-01 22:48:13 ERROR [web-02] redis[47941]: SMART error disk health critical,Disk Failure,1
LOG0016427,blk_417580395,2024-01-01 22:48:50,ERROR,monitor-01,cron,45946,user_0021,Memory usage exceeded 95 percent,2024-01-01 22:48:50 ERROR [monitor-01] cron[45946]: Memory usage exceeded 95 percent,Memory Overflow,1
LOG0016429,blk_883888936,2024-01-01 22:49:00,ERROR,web-02,network-manager,25084,user_0103,Suspicious HTTP payload detected in request,2024-01-01 22:49:00 ERROR [web-02] network-manager[25084]: Suspicious HTTP payload detected in request,Security Attack,1
LOG0016441,blk_625008164,2024-01-01 22:50:01,ERROR,web-01,sshd,55750,user_0162,Stack overflow error in recursive function,2024-01-01 22:50:01 ERROR [web-01] sshd[55750]: Stack overflow error in recursive function,Application Crash,1
LOG0016444,blk_536908538,2024-01-01 22:50:15,ERROR,web-01,redis,36007,user_0123,TCP retransmit storm detected on port 443,2024-01-01 22:50:15 ERROR [web-01] redis[36007]: TCP retransmit storm detected on port 443,Network Issue,1
